display_name,pdl_name,type
"Onalaska, Washington","onalaska, washington, united states",city
"Varna, New York","varna, new york, united states",city
"Smallwood, New York","smallwood, new york, united states",city
"North Middletown, Kentucky","north middletown, kentucky, united states",city
"Peterstown, West Virginia","peterstown, west virginia, united states",city
"Morris Run, Pennsylvania","morris run, pennsylvania, united states",city
"Fabrica, Texas","fabrica, texas, united states",city
"Sardis, Arkansas","sardis, arkansas, united states",city
"Greenevers, North Carolina","greenevers, north carolina, united states",city
"Queen City, Missouri","queen city, missouri, united states",city
"Loleta, California","loleta, california, united states",city
"Alta, Wyoming","alta, wyoming, united states",city
"Elsah, Illinois","elsah, illinois, united states",city
"Adams, Tennessee","adams, tennessee, united states",city
"Reynolds, Indiana","reynolds, indiana, united states",city
"Hilltop, West Virginia","hilltop, west virginia, united states",city
"Poplar, Montana","poplar, montana, united states",city
"Wauzeka, Wisconsin","wauzeka, wisconsin, united states",city
"Glasgow, Oregon","glasgow, oregon, united states",city
"Kevil, Kentucky","kevil, kentucky, united states",city
"Bettsville, Ohio","bettsville, ohio, united states",city
"Forest Junction, Wisconsin","forest junction, wisconsin, united states",city
"Hooversville, Pennsylvania","hooversville, pennsylvania, united states",city
"Unity, South Carolina","unity, south carolina, united states",city
"Alger, Washington","alger, washington, united states",city
"Brighton, Iowa","brighton, iowa, united states",city
"Washington Boro, Pennsylvania","washington boro, pennsylvania, united states",city
"Conway, Missouri","conway, missouri, united states",city
"Retreat, Texas","retreat, texas, united states",city
"Sunfield, Michigan","sunfield, michigan, united states",city
"Bell Buckle, Tennessee","bell buckle, tennessee, united states",city
"Cascade, Montana","cascade, montana, united states",city
"Maybee, Michigan","maybee, michigan, united states",city
"Heuvelton, New York","heuvelton, new york, united states",city
"Alba, Missouri","alba, missouri, united states",city
"Byron, Michigan","byron, michigan, united states",city
"Corsica, South Dakota","corsica, south dakota, united states",city
"Asherton, Texas","asherton, texas, united states",city
"Elgin, North Dakota","elgin, north dakota, united states",city
"Accord, New York","accord, new york, united states",city
"Black Eagle, Montana","black eagle, montana, united states",city
"Radcliffe, Iowa","radcliffe, iowa, united states",city
"Quebrada Prieta, Puerto Rico","quebrada prieta, puerto rico, puerto rico",city
"Roosevelt Estates, Arizona","roosevelt estates, arizona, united states",city
"Selma, Oregon","selma, oregon, united states",city
"Glenwood, Utah","glenwood, utah, united states",city
"Jefferson, West Virginia","jefferson, west virginia, united states",city
"Van Horne, Iowa","van horne, iowa, united states",city
"Stateline, Nevada","stateline, nevada, united states",city
"Harleyville, South Carolina","harleyville, south carolina, united states",city
"Parma, Michigan","parma, michigan, united states",city
"Rauchtown, Pennsylvania","rauchtown, pennsylvania, united states",city
"Portal, Georgia","portal, georgia, united states",city
"East Millstone, New Jersey","east millstone, new jersey, united states",city
"Ranshaw, Pennsylvania","ranshaw, pennsylvania, united states",city
"Copenhagen, New York","copenhagen, new york, united states",city
"Riverview, Virginia","riverview, virginia, united states",city
"Screven, Georgia","screven, georgia, united states",city
"Trail, Oregon","trail, oregon, united states",city
"Blairstown, Iowa","blairstown, iowa, united states",city
"Tyronza, Arkansas","tyronza, arkansas, united states",city
"Hickory, Pennsylvania","hickory, pennsylvania, united states",city
"Port Gibson, New York","port gibson, new york, united states",city
"Coalville, Iowa","coalville, iowa, united states",city
"Oak Creek, Colorado","oak creek, colorado, united states",city
"Reedsville, West Virginia","reedsville, west virginia, united states",city
"Margaretville, New York","margaretville, new york, united states",city
"Fountain Lake, Arkansas","fountain lake, arkansas, united states",city
"Addison, Alabama","addison, alabama, united states",city
"Camden, Indiana","camden, indiana, united states",city
"Arlee, Montana","arlee, montana, united states",city
"Shindler, South Dakota","shindler, south dakota, united states",city
"Amagansett, New York","amagansett, new york, united states",city
"Beach City, Ohio","beach city, ohio, united states",city
"Randolph, Mississippi","randolph, mississippi, united states",city
"Arivaca Junction, Arizona","arivaca junction, arizona, united states",city
"Paoli, Oklahoma","paoli, oklahoma, united states",city
"Thaxton, Mississippi","thaxton, mississippi, united states",city
"East Vandergrift, Pennsylvania","east vandergrift, pennsylvania, united states",city
"Chesterfield, Tennessee","chesterfield, tennessee, united states",city
"Arcadia, Ohio","arcadia, ohio, united states",city
"Ossipee, North Carolina","ossipee, north carolina, united states",city
"Sunrise Shores, Texas","sunrise shores, texas, united states",city
"Dana, Indiana","dana, indiana, united states",city
"Amana, Iowa","amana, iowa, united states",city
"Duncan, Nebraska","duncan, nebraska, united states",city
"Bairdford, Pennsylvania","bairdford, pennsylvania, united states",city
"Whitesville, Kentucky","whitesville, kentucky, united states",city
"New Goshen, Indiana","new goshen, indiana, united states",city
"Isleton, California","isleton, california, united states",city
"Deerwood, Minnesota","deerwood, minnesota, united states",city
"Grazierville, Pennsylvania","grazierville, pennsylvania, united states",city
"Acomita Lake, New Mexico","acomita lake, new mexico, united states",city
"White Hall, Alabama","white hall, alabama, united states",city
"Grand Ridge, Illinois","grand ridge, illinois, united states",city
"Taylor, Arkansas","taylor, arkansas, united states",city
"Englewood, Pennsylvania","englewood, pennsylvania, united states",city
"Ivalee, Alabama","ivalee, alabama, united states",city
"Bell Arthur, North Carolina","bell arthur, north carolina, united states",city
"Hindman, Kentucky","hindman, kentucky, united states",city
"Crystal Beach, New York","crystal beach, new york, united states",city
"Pateros, Washington","pateros, washington, united states",city
"Freedom Plains, New York","freedom plains, new york, united states",city
"Murray, Iowa","murray, iowa, united states",city
"Castalian Springs, Tennessee","castalian springs, tennessee, united states",city
"Ideal, Georgia","ideal, georgia, united states",city
"Payne Springs, Texas","payne springs, texas, united states",city
"Blue Berry Hill, Texas","blue berry hill, texas, united states",city
"Randall, Minnesota","randall, minnesota, united states",city
"Villa Heights, Virginia","villa heights, virginia, united states",city
"Van Buren, Ohio","van buren, ohio, united states",city
"Eads, Colorado","eads, colorado, united states",city
"Alton, Missouri","alton, missouri, united states",city
"Armour, South Dakota","armour, south dakota, united states",city
"Pavo, Georgia","pavo, georgia, united states",city
"Paradise Park, California","paradise park, california, united states",city
"Mackinaw City, Michigan","mackinaw city, michigan, united states",city
"Ravine, Pennsylvania","ravine, pennsylvania, united states",city
"Waynesfield, Ohio","waynesfield, ohio, united states",city
"Woodlawn, Illinois","woodlawn, illinois, united states",city
"Cushing, Texas","cushing, texas, united states",city
"Big Delta, Alaska","big delta, alaska, united states",city
"Pilot Grove, Missouri","pilot grove, missouri, united states",city
"Josephville, Missouri","josephville, missouri, united states",city
"Hudson, Indiana","hudson, indiana, united states",city
"Blende, Colorado","blende, colorado, united states",city
"Campbellsburg, Indiana","campbellsburg, indiana, united states",city
"Camp Douglas, Wisconsin","camp douglas, wisconsin, united states",city
"Fairfield, Oklahoma","fairfield, oklahoma, united states",city
"Cash, South Carolina","cash, south carolina, united states",city
"Prewitt, New Mexico","prewitt, new mexico, united states",city
"Elliott, Mississippi","elliott, mississippi, united states",city
"Jerome, Pennsylvania","jerome, pennsylvania, united states",city
"Walnut Grove, Mississippi","walnut grove, mississippi, united states",city
"Mayking, Kentucky","mayking, kentucky, united states",city
"Rivergrove, Oregon","rivergrove, oregon, united states",city
"Strattanville, Pennsylvania","strattanville, pennsylvania, united states",city
"Misenheimer, North Carolina","misenheimer, north carolina, united states",city
"Center Point, Louisiana","center point, louisiana, united states",city
"Powers, Oregon","powers, oregon, united states",city
"Hutsonville, Illinois","hutsonville, illinois, united states",city
"Pineview, Georgia","pineview, georgia, united states",city
"Burke, South Dakota","burke, south dakota, united states",city
"Chief Lake, Wisconsin","chief lake, wisconsin, united states",city
"Middle Point, Ohio","middle point, ohio, united states",city
"Millington, Maryland","millington, maryland, united states",city
"Atlanta, Michigan","atlanta, michigan, united states",city
"Golden City, Missouri","golden city, missouri, united states",city
"Woodbourne, New York","woodbourne, new york, united states",city
"Hollow Creek, Kentucky","hollow creek, kentucky, united states",city
"Sankertown, Pennsylvania","sankertown, pennsylvania, united states",city
"Kimball, Minnesota","kimball, minnesota, united states",city
"Effingham, Kansas","effingham, kansas, united states",city
"Grand Isle, Louisiana","grand isle, louisiana, united states",city
"Groveland, California","groveland, california, united states",city
"Wickett, Texas","wickett, texas, united states",city
"Parker, Idaho","parker, idaho, united states",city
"Livingston Wheeler, New Mexico","livingston wheeler, new mexico, united states",city
"Paxton, Nebraska","paxton, nebraska, united states",city
"Renaissance at Monroe, New Jersey","renaissance at monroe, new jersey, united states",city
"Old Fort, North Carolina","old fort, north carolina, united states",city
"Hilltop, Ohio","hilltop, ohio, united states",city
"Fielding, Utah","fielding, utah, united states",city
"Centerville, Louisiana","centerville, louisiana, united states",city
"Hillsboro, Indiana","hillsboro, indiana, united states",city
"Navajo Mountain, Utah","navajo mountain, utah, united states",city
"Stockton Bend, Texas","stockton bend, texas, united states",city
"Parker, Pennsylvania","parker, pennsylvania, united states",city
"Palmyra, Nebraska","palmyra, nebraska, united states",city
"Selby, South Dakota","selby, south dakota, united states",city
"Mangham, Louisiana","mangham, louisiana, united states",city
